customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C00778,41,Software Engineer,1,160888,77810,0,83078,441695,4360945,5882342,168102,10853084,0,10853084,441695,18646166,743,Moderate,Intermediate,Retirement,33736691,3052661,30684030,19,Debt MF,51.64,0.0,93.6,55.0,76.23,Moderately Aggressive
C00779,25,Sales Executive,0,46554,25047,0,21507,278380,367827,0,71969,718176,0,718176,117037,5000483,676,Moderately Conservative,Intermediate,Higher Education,3408122,257478,3150644,10,Stocks,46.2,0.0,97.2,32.0,67.86,Moderate
C00780,30,Government Employee,2,45163,24861,3410,16892,288186,949655,3121179,59491,4418511,329451,4089060,94266,9499786,734,Moderately Aggressive,Intermediate,Wealth Creation,2957569,664758,2292811,7,FD,37.4,7.55,88.65,80.0,84.76,Aggressive
C00781,26,Doctor,0,120445,47614,10064,62767,627734,1368845,0,274045,2270624,374001,1896623,76896,22674661,710,Moderately Conservative,Advanced,Buy House,9194890,958191,8236699,10,Bonds,52.11,8.36,97.05,40.0,71.38,Moderately Aggressive
C00782,21,Sales Executive,0,55393,20939,13892,20562,65814,71161,0,50944,187919,321920,-134001,65814,5213921,801,Moderately Aggressive,Advanced,Wealth Creation,3752563,49812,3702751,10,Debt MF,37.12,25.08,68.2,88.0,77.11,Moderately Aggressive
C00783,54,Bank Employee,1,145115,62835,31269,51011,300707,7211388,0,122370,7634465,527274,7107191,201332,18074746,792,Moderately Aggressive,Advanced,Child Education,5975898,1369677,4606221,7,FD,35.15,21.55,73.05,80.0,76.18,Moderately Aggressive
C00784,59,Accountant,0,215339,71981,0,143358,308973,29080069,13806782,117864,43313688,0,43313688,308973,45072320,798,Moderate,Advanced,Child Education,4219578,1595755,2623823,5,FD,66.57,0.0,85.3,60.0,73.91,Moderately Aggressive
C00785,27,Business Owner,0,89183,46261,15426,27496,396704,673232,0,239877,1309813,348634,961179,217481,18837474,781,Moderately Conservative,Beginner,Wealth Creation,3525375,471262,3054113,5,Gold,30.83,17.3,82.1,32.0,59.55,Moderate
C00786,25,Designer,0,95875,54834,0,41041,166265,543582,0,44187,754034,0,754034,166265,14779345,794,Aggressive,Advanced,Wealth Creation,12929922,380507,12549415,15,Stocks,42.81,0.0,96.0,100.0,97.8,Aggressive
C00787,28,Consultant,1,123935,67056,30515,26364,246473,510703,0,158976,916152,528252,387900,171705,16907147,708,Moderately Aggressive,Beginner,Wealth Creation,14408461,357492,14050969,20,Debt MF,21.27,24.62,68.55,72.0,70.1,Moderately Aggressive
C00788,34,Consultant,2,49337,20564,8800,19973,214181,664257,2487639,159094,3525171,623553,2901618,145773,6305610,672,Aggressive,Advanced,Child Education,644818,62415,582403,5,Debt MF,40.48,17.84,86.05,95.0,90.08,Aggressive
C00789,44,Freelancer,3,174903,104173,0,70730,1119489,6095244,6850440,659583,14724756,0,14724756,807762,27868248,777,Moderately Conservative,Intermediate,Retirement,34826408,4154178,30672230,16,ETF,40.44,0.0,97.15,35.0,69.18,Moderately Aggressive
C00790,23,Government Employee,1,70559,35908,21662,12989,370517,62481,0,279688,712686,399958,312728,263359,8204548,752,Conservative,Beginner,Child Education,712558,43736,668822,2,Equity MF,18.41,30.7,56.8,4.0,33.04,Moderately Conservative
C00791,53,Accountant,1,106247,40531,27296,38420,384821,3171934,7104844,219437,10881036,4252777,6628259,289031,16130301,760,Moderately Aggressive,Intermediate,Buy House,5371419,1368564,4002855,7,PPF,36.16,25.69,71.2,72.0,71.56,Moderately Aggressive
C00792,65,Sales Executive,0,307575,140342,37340,129893,1680436,28415902,0,1340289,31436627,771698,30664929,1024938,23687208,746,Moderately Aggressive,Intermediate,Wealth Creation,17393418,1438200,15955218,10,Hybrid MF,42.23,12.14,87.2,80.0,83.96,Moderately Aggressive
C00793,32,Freelancer,0,147470,53083,38391,55996,741803,2242534,0,571272,3555609,1638412,1917197,221827,31965955,736,Conservative,Beginner,Child Education,2962574,249777,2712797,5,Debt MF,37.97,26.03,74.35,4.0,42.69,Moderately Conservative
C00794,58,Sales Executive,1,207274,78664,31924,96686,1029938,21231730,10815052,529575,33606295,5248272,28358023,83443,38944192,642,Moderately Conservative,Beginner,Wealth Creation,7074030,1534725,5539305,7,Gold,46.65,15.4,85.45,32.0,61.4,Moderate
C00795,23,Doctor,0,257503,127320,63721,66462,415664,321515,0,99804,836983,784566,52417,268411,56261236,746,Moderately Conservative,Beginner,Travel,7738394,225060,7513334,7,Equity MF,25.81,24.75,55.4,27.0,42.62,Moderately Conservative
C00796,25,Freelancer,0,48213,17390,6574,24249,56592,539733,0,23502,619827,209453,410374,51542,11453585,788,Moderately Aggressive,Advanced,Higher Education,963305,273609,689696,5,Stocks,50.3,13.64,80.4,80.0,80.22,Moderately Aggressive
C00797,40,Accountant,3,103756,40623,46174,16959,195164,1690610,0,73807,1959581,2099490,-139909,195164,11540707,625,Moderately Conservative,Intermediate,Wealth Creation,4694169,1183427,3510742,7,Hybrid MF,16.35,44.5,48.15,40.0,44.48,Moderately Conservative
C00798,22,Data Scientist,1,185879,79125,29040,77714,202832,615260,0,65729,883821,647602,236219,202832,26200055,764,Moderate,Intermediate,Buy House,28650751,430682,28220069,20,ETF,41.81,15.62,78.0,52.0,66.3,Moderate
C00799,30,Bank Employee,0,104974,41969,21406,41599,431882,1423130,6001287,320144,8176443,3484764,4691679,162125,6718321,679,Moderately Conservative,Intermediate,Child Education,449062,140499,308563,1,FD,39.63,20.39,69.05,32.0,45.0,Moderately Conservative
C00800,27,Accountant,0,101174,46228,21343,33603,645806,1454080,0,285825,2385711,636011,1749700,161664,24019054,734,Conservative,Intermediate,Retirement,14406873,1017855,13389018,33,PPF,33.21,21.1,83.7,15.0,52.79,Moderate
C00801,53,Business Owner,1,63470,35085,8155,20230,118024,4774497,3716773,35417,8644711,507529,8137182,118024,10522646,773,Moderate,Intermediate,Wealth Creation,8048643,1351178,6697465,15,PPF,31.87,12.85,82.8,60.0,72.54,Moderately Aggressive
C00802,44,Bank Employee,3,209422,70595,37403,101424,152121,6215326,0,102098,6469545,866792,5602753,152121,21392233,787,Moderate,Advanced,Wealth Creation,9429104,641334,8787770,5,Hybrid MF,48.43,17.86,78.55,68.0,73.8,Moderately Aggressive
C00803,30,Sales Executive,1,96027,42466,25327,28234,137929,1143664,7764761,67927,9114281,1857149,7257132,128546,20832317,763,Moderately Aggressive,Advanced,Higher Education,638597,36824,601773,2,Gold,29.4,26.37,63.05,80.0,45.0,Moderately Conservative
C00804,28,Freelancer,2,56459,22996,8025,25438,221959,1265885,0,100962,1588806,382978,1205828,142178,11276555,716,Moderately Conservative,Beginner,Retirement,8680993,886119,7794874,32,Equity MF,45.06,14.21,92.55,27.0,63.05,Moderate
C00805,56,Doctor,2,250567,144250,56697,49620,709423,5802390,0,391435,6903248,1197859,5705389,709423,17503781,749,Moderately Aggressive,Intermediate,Retirement,57340407,4061672,53278735,4,Bonds,19.8,22.63,56.95,75.0,65.07,Moderate
C00806,25,Bank Employee,0,86492,46177,49470,0,208679,10000,0,52915,271594,1923541,-1651947,208679,6873830,633,Conservative,Advanced,Child Education,4905483,7000,4898483,10,Hybrid MF,0.0,57.2,38.2,20.0,30.01,Moderately Conservative
C00807,46,Sales Executive,3,172347,70104,0,102243,341346,12078542,0,266176,12686064,0,12686064,293187,34731243,797,Moderate,Advanced,Buy House,32593471,8454979,24138492,20,Equity MF,59.32,0.0,92.85,60.0,78.07,Moderately Aggressive
C00808,44,Designer,2,102393,36914,15958,49521,385011,5522894,5722102,157401,11787408,1408232,10379176,155296,18795069,799,Moderate,Intermediate,Child Education,1739429,563601,1175828,7,Debt MF,48.36,15.59,87.55,52.0,71.55,Moderately Aggressive
C00809,55,Consultant,0,264465,151370,62489,50606,1757804,4035533,21729422,651576,28174335,9460724,18713611,760397,49228499,741,Moderate,Intermediate,Wealth Creation,7762012,2668056,5093956,5,Gold,19.14,23.63,60.9,60.0,60.5,Moderate
C00810,37,Designer,2,105723,44192,0,61531,606518,6574407,7719825,413463,15314213,0,15314213,158260,18876538,746,Moderately Conservative,Intermediate,Wealth Creation,14584368,3720151,10864217,15,Hybrid MF,58.2,0.0,98.2,40.0,72.01,Moderately Aggressive
C00811,27,Business Owner,2,271102,113165,71308,86629,1476588,2052931,0,564579,4094098,3064298,1029800,270439,16435375,717,Moderately Conservative,Advanced,Retirement,47628511,1437051,46191460,33,Gold,31.95,26.3,77.7,43.0,62.09,Moderate
C00812,62,Software Engineer,0,206869,74951,66129,65789,991363,7671758,16164812,665904,25493837,10772315,14721522,494811,21164970,718,Conservative,Intermediate,Retirement,31487356,5370230,26117126,1,FD,31.8,31.97,64.25,15.0,42.09,Moderately Conservative
C00813,43,Sales Executive,3,123118,50689,33246,39183,571670,4157519,4574017,306119,9609325,2637256,6972069,117089,17056153,735,Aggressive,Intermediate,Wealth Creation,7982612,1250905,6731707,10,Debt MF,31.83,27.0,78.5,95.0,85.93,Aggressive
C00814,57,Teacher,0,97336,46142,0,51194,245175,9937148,7758553,109403,18050279,0,18050279,219780,10539417,698,Conservative,Beginner,Wealth Creation,3682930,814342,2868588,7,FD,52.6,0.0,85.6,12.0,52.48,Moderate
C00815,39,Doctor,3,120361,56575,71591,0,344477,10000,0,103989,458466,3257871,-2799405,246110,14596131,655,Moderately Conservative,Intermediate,Emergency Fund,5444359,7000,5437359,7,ETF,0.0,59.48,33.3,23.0,28.66,Conservative
C00816,28,Doctor,0,80821,33587,33981,13253,404055,269096,0,96453,769604,886172,-116568,99084,13258460,599,Moderately Aggressive,Intermediate,Retirement,10336704,188367,10148337,32,Hybrid MF,16.4,42.04,59.55,75.0,66.5,Moderate
C00817,37,Consultant,1,189446,82674,10178,96594,575107,7626625,12818704,130463,21150899,1484901,19665998,522940,17033622,700,Moderate,Beginner,Wealth Creation,33053290,4852146,28201144,20,Stocks,50.99,5.37,98.2,52.0,77.41,Moderately Aggressive
C00818,60,Government Employee,1,147549,50763,0,96786,335850,15553876,0,238284,16128010,0,16128010,259485,13135199,791,Moderate,Beginner,Child Education,489736,45829,443907,1,Stocks,65.6,0.0,79.55,44.0,45.0,Moderately Conservative
C00819,61,Sales Executive,1,74667,39511,13460,21696,477376,6770257,0,340334,7587967,349155,7238812,71224,15802655,807,Conservative,Intermediate,Wealth Creation,6131737,744003,5387734,10,Gold,29.06,18.03,77.8,20.0,51.79,Moderate
C00820,55,Business Owner,1,450000,179263,75046,195691,622560,35359914,0,212393,36194867,2851898,33342969,622560,79849110,722,Conservative,Beginner,Retirement,66982239,16843301,50138938,5,Equity MF,43.49,16.68,81.9,7.0,48.2,Moderate
C00821,41,Freelancer,2,91166,44338,10978,35850,163818,1627878,6627476,43250,8462422,1867311,6595111,163818,20382550,776,Conservative,Intermediate,Wealth Creation,7000789,1139514,5861275,10,Debt MF,39.32,12.04,78.8,20.0,52.34,Moderate
C00822,37,Data Scientist,1,178278,98072,22798,57408,367716,2704941,0,237286,3309943,941171,2368772,233686,11840134,637,Moderate,Advanced,Wealth Creation,7171408,1880789,5290619,7,FD,32.2,12.79,76.6,68.0,72.73,Moderately Aggressive
C00823,49,Software Engineer,3,178283,68892,0,109391,305958,7598121,0,229302,8133381,0,8133381,264818,14811325,734,Conservative,Beginner,Child Education,421736,131904,289832,1,Hybrid MF,61.36,0.0,81.2,4.0,45.0,Moderately Conservative
C00824,38,Consultant,2,351425,154772,111606,85047,1597742,8014386,0,1224632,10836760,3986281,6850479,670574,41190373,727,Moderate,Intermediate,Retirement,56247069,5610070,50636999,22,ETF,24.2,31.76,74.05,55.0,65.48,Moderate
C00825,63,Teacher,1,214393,115214,23338,75841,545012,24918510,0,227507,25691029,604209,25086820,545012,16351161,746,Moderately Conservative,Beginner,Wealth Creation,13762268,5331602,8430666,10,ETF,35.37,10.89,78.5,32.0,57.58,Moderate
C00826,21,Bank Employee,1,127225,44339,14213,68673,449279,230020,0,273256,952555,372201,580354,291264,8477058,755,Moderately Conservative,Intermediate,Buy House,15343810,161014,15182796,15,Debt MF,53.98,11.17,90.0,32.0,63.9,Moderate
C00827,57,Government Employee,0,177695,84842,0,92853,1068080,10363048,12077280,714649,24223057,0,24223057,193405,20411178,771,Moderate,Intermediate,Retirement,28908572,7254133,21654439,3,Equity MF,52.25,0.0,86.8,55.0,72.49,Moderately Aggressive
C00828,32,Bank Employee,0,81664,45687,0,35977,483924,2248988,0,148516,2881428,0,2881428,233447,18734218,706,Aggressive,Intermediate,Buy House,7511391,404213,7107178,10,ETF,44.05,0.0,96.15,87.0,92.03,Aggressive
C00829,57,Doctor,0,242161,113769,40327,88065,912118,23011962,0,193630,24117710,1398886,22718824,461446,34433651,767,Conservative,Advanced,Buy House,42978021,9461936,33516085,20,Gold,36.37,16.65,86.2,20.0,56.41,Moderate
C00830,43,Business Owner,3,330839,188404,100111,42324,907320,6006519,18905173,330818,26149830,11095765,15054065,907320,26437311,726,Moderately Conservative,Beginner,Buy House,23938754,1528691,22410063,10,Debt MF,12.79,30.26,61.5,24.0,44.62,Moderately Conservative
C00831,59,Bank Employee,1,286127,153286,59756,73085,1233070,10689380,0,246991,12169441,1803494,10365947,405693,62228081,757,Conservative,Beginner,Retirement,39846784,2958612,36888172,1,Stocks,25.54,20.88,61.7,7.0,37.09,Moderately Conservative
C00832,38,Freelancer,2,67847,28303,9917,29627,309962,1447186,2828539,146590,4732277,1251927,3480350,70138,4396058,709,Moderate,Beginner,Retirement,11145531,866630,10278901,22,Debt MF,43.67,14.62,91.05,47.0,71.23,Moderately Aggressive
C00833,27,Business Owner,0,274710,128683,29736,116291,1618351,2579791,0,660418,4858560,1395322,3463238,832001,30456094,659,Moderate,Intermediate,Retirement,40448219,1805853,38642366,33,PPF,42.33,10.82,89.7,55.0,74.09,Moderately Aggressive
C00834,33,Business Owner,2,241863,85986,47417,108460,970758,5767482,13461784,657165,20857189,3099154,17758035,333201,28368047,726,Moderate,Intermediate,Retirement,31238140,4037237,27200903,27,ETF,44.84,19.6,94.8,55.0,76.89,Moderately Aggressive
C00835,24,Doctor,0,70304,37997,44698,0,309632,10000,0,228186,547818,2113225,-1565407,76907,7961335,675,Moderate,Beginner,Child Education,2985205,7000,2978205,10,FD,0.0,63.58,38.2,44.0,40.81,Moderately Conservative
C00836,21,Sales Executive,0,34146,13464,9885,10797,91282,33338,0,60494,185114,444753,-259639,91282,6951671,753,Moderately Aggressive,Advanced,Emergency Fund,414352,23336,391016,3,PPF,31.62,28.95,66.6,71.0,68.58,Moderately Aggressive
C00837,44,Data Scientist,3,179359,94604,20791,63964,725344,8870331,10098775,438249,20132699,2329555,17803144,309314,34769599,716,Moderately Aggressive,Intermediate,Emergency Fund,2780169,147827,2632342,3,Debt MF,35.66,11.59,75.75,63.0,70.01,Moderately Aggressive
C00838,52,Business Owner,0,148179,57903,19037,71239,669272,7923198,6006788,323761,14923019,2204381,12718638,322763,21455155,741,Moderately Aggressive,Advanced,Wealth Creation,4091875,1553119,2538756,5,PPF,48.08,12.85,86.35,88.0,87.09,Aggressive
C00839,43,Designer,2,67299,30862,16731,19706,132307,1219977,5562156,95398,7009838,2261299,4748539,132307,14789924,766,Conservative,Beginner,Retirement,8077850,853983,7223867,17,Debt MF,29.28,24.86,69.3,7.0,41.27,Moderately Conservative
C00840,32,Bank Employee,0,74092,37501,7429,29162,91701,1280131,0,53225,1425057,185715,1239342,91701,12067576,754,Moderate,Intermediate,Wealth Creation,3014606,896091,2118515,5,Bonds,39.36,10.03,75.35,60.0,68.44,Moderately Aggressive
C00841,65,Government Employee,1,243050,119088,20326,103636,660782,29817443,16729368,249112,47456705,1241498,46215207,647065,19538409,747,Conservative,Intermediate,Higher Education,1306666,316305,990361,1,FD,42.64,8.36,78.8,12.0,45.0,Moderately Conservative
C00842,37,Government Employee,3,55064,22982,4759,27323,123411,2356050,2287464,64381,4831306,577665,4253641,66660,11501963,766,Moderate,Beginner,Retirement,7535699,1428092,6107607,23,Debt MF,49.62,8.64,94.2,47.0,72.96,Moderately Aggressive
C00843,42,Business Owner,3,217004,92950,28940,95114,405626,10482715,10389564,310846,21588751,4865041,16723710,254903,46797043,777,Conservative,Beginner,Wealth Creation,9439850,769806,8670044,7,Stocks,43.83,13.34,80.85,12.0,49.87,Moderate
C00844,27,Bank Employee,2,115893,51446,14861,49586,621886,1016404,0,213336,1851626,471266,1380360,353945,15989985,749,Moderate,Beginner,Retirement,15073586,711482,14362104,33,Gold,42.79,12.82,92.7,47.0,72.14,Moderately Aggressive
C00845,34,Bank Employee,0,82770,36645,15670,30455,114913,1814110,0,52569,1981592,717675,1263917,114913,12812694,771,Moderate,Beginner,Child Education,353354,42592,310762,1,Bonds,36.79,18.93,68.45,44.0,45.0,Moderately Conservative
C00846,45,Government Employee,1,67647,25164,0,42483,117756,2462285,3767609,28862,6376512,0,6376512,117756,13650470,793,Moderate,Intermediate,Wealth Creation,7808283,1723599,6084684,20,FD,62.8,0.0,93.0,60.0,78.15,Moderately Aggressive
C00847,55,Sales Executive,0,313383,88871,27528,196984,1143465,28224203,13128764,584237,43080669,3460883,39619786,296909,54364079,747,Conservative,Beginner,Wealth Creation,25179745,4706628,20473117,10,ETF,62.86,8.78,92.7,12.0,56.39,Moderate
C00848,34,Bank Employee,1,96612,49279,14657,32676,149575,1798287,7351341,75989,9375192,2165248,7209944,55835,13874321,795,Moderately Conservative,Advanced,Wealth Creation,4863478,834140,4029338,7,Hybrid MF,33.82,15.17,72.05,48.0,61.23,Moderate
C00849,26,Bank Employee,2,39301,18216,22500,0,185408,10000,0,125598,321006,658126,-337120,86607,6219359,625,Moderately Conservative,Beginner,Wealth Creation,2059518,7000,2052518,10,Stocks,0.0,57.25,42.05,32.0,37.53,Moderately Conservative
C00850,44,Designer,3,89086,37623,26083,25380,252776,2046781,0,182315,2481872,852308,1629564,96030,11813182,758,Conservative,Advanced,Buy House,12220781,1432746,10788035,20,FD,28.49,29.28,69.15,20.0,47.03,Moderately Conservative
C00851,56,Sales Executive,0,92790,34819,20256,37715,139706,9476746,0,50711,9667163,783241,8883922,139706,19450067,715,Moderately Conservative,Beginner,Buy House,4561177,1181985,3379192,7,FD,40.65,21.83,77.75,24.0,53.56,Moderate
C00852,35,Doctor,1,149893,51686,23644,74563,322064,3989964,5980239,187649,10479916,2772241,7707675,322064,16799224,727,Moderate,Intermediate,Child Education,2758672,216018,2542654,7,Bonds,49.74,15.77,85.9,52.0,70.65,Moderately Aggressive
C00853,49,Software Engineer,3,155157,59956,46381,48820,255099,4594087,11551149,118307,16518642,6674391,9844251,133247,27249343,714,Moderately Aggressive,Intermediate,Child Education,5907135,2090199,3816936,7,Bonds,31.46,29.89,67.8,72.0,69.69,Moderately Aggressive
C00854,41,Teacher,1,79725,42755,7338,29632,334049,1239004,4637829,244011,6454893,701111,5753782,210549,15453094,740,Moderately Aggressive,Intermediate,Travel,5429532,522617,4906915,10,Bonds,37.17,9.2,89.8,75.0,83.14,Moderately Aggressive
C00855,23,Doctor,0,171422,94248,14277,62897,1261281,273011,0,905640,2439932,303121,2136811,470905,36323185,737,Moderate,Advanced,Retirement,24469941,191107,24278834,37,ETF,36.69,8.33,95.0,63.0,80.6,Moderately Aggressive
C00856,31,Data Scientist,1,140188,50495,12319,77374,663841,2528284,0,354023,3546148,277682,3268466,269957,18760932,725,Conservative,Beginner,Buy House,6115671,1718754,4396917,5,PPF,55.19,8.79,93.5,4.0,53.23,Moderate
